Puan	Yorum
1.0	Paketli ürün, hızlı teslim, teknolojikolarak orta -ortanın üstü gibi , kamera vasat, kulaklık basit, ancak ekonomik , pahalı telefon almaya gerek yok...
0.0	henüz dün akşam kutuyuaçmafırsatı oldum.çalışırken 5 dakikadakendikendine ısındı. 30 dk internrte girsem yanacakherhalde.
1.0	Telefona hiç bir şey diyemem, beğenerek satın aldım ama şu ptt kargo yok mu, 8 günde zor teslim etti. Belki de artık kargoda seçenek olmamalı
1.0	17 haziran saat 20 de sipariş ettim.18 haziran saat 18 de 22 saatte adapazarına teslim ettiler.bravo .ürüne gelecek olursak o da kaliteli ve harika .internet alışverişlerindeHepsiburada en iyisi .başka yerden bakmaya gerek yok.teşekkürler.
1.0	Samsung A7 2018 i burdan aldım. 24 saatte elime ulaştı. kargo hızı süper, paketleme süper, telefon fiyatına göre çok iyi. aldığım hizmetten dolayı teşekkürler
0.0	suya dayanıklılığı yok, Maksimum 2-3 sn sıvı teması olmuştur. Hemen bozuldu.
0.0	Daha öncede paylaşım yaptım telefonu alalı sadece 1,5 ay oldu fakat ciddi bir şarj problemi mevcut. %15 den aniden %1-2 ye düşüyor hatta kapanıyor. Bunun dışında telefonu günde 2 kez şarj etmek zorundayım ve yanımda powerbank ile dolaşıyorum. Çok yoğun bir kullanım yok. Sadece mail ve günde max 50-60 dk netflix.
1.0	Ben telefona almadan epey bi araştırdım tüm yorumları okudum ve ilk defa bi yorum yapıyorum iphone dan sonra alışamam kullanamam diye çok endişeliydim ama hiç gerek yokmuş proğram ile eski telefondaki bilgileri hemen kopyaladım şarjı süper parmak izi okuma yüz tanıma mükemmel hızlı telefonun kendisi süper hızlı her yönden çok iyi seçim yapmışım. Şuan ki tek endişem oun oynarken gaza gelip ekranı kırarmıyım biraz ince ve esnek gibi. Ben kesinlikle tavsiye ederim uzun bi zaman iphone a dönmem artık 
1.0	Samsung kalitesi her zaman kendini hissettiriyor. Ekranı felan çok canlı kullanıcıya keyif veriyor. İdeal bir telefon.
1.0	Ürünü sorunsuzca teslim aldım cihaz harika kamerası süper teşekkürler bitti bitiyor
0.0	Cumartesi elimize geçen telefonu babam için aldık. Telefon daha ilk gün %30 larda kapandi, sarj ettik ama yine aynı şekilde kapanmaya devam etti. Telefonda hiçbir sıkıntı göremedik ama şarj olayından dolayı kullanamadik. Kaliteli hizmet firması ile görüştüğümüz de bize batarya sorunu olduğunu ve batarya göndereceklerini söylediler, şimdilik beklemedeyiz. Buradan sorunun giderilip giderilemedigini tekrardan yazacağım, alacaklara şunu hatirlatmakta fayda var, aldığınız bu telefon LG garantisinde değil, yazdığı gibi ithalatçı garantisinde yani aldığınız firma muhattap, bu yüzden ins firmadan olumlu geri dönüş sağlarım tereddutu yaşıyorsunuz, yaşadığım olumlu olumsuz dönüşleri söylediğim gibi burada editleyecegim.şimdilik 2 yıldız sonuca göre puanım belli olacak
1.0	 arkadaşlar ürünü pazartesi sabah sipariş verdim sali oglen elimde oldu güzel ve hızlı teslimat süresi teşekkür ederim..Urune gelince gerçekten mükemmel bir ürün, ince zarif şık tasarımı var , kullanımı çok rahat, özellikleri mükemmel .. Ayrıca ithalat garanti olması hic problem değil çünkü resmi distribütör garantili alsanizda artik telefonu garanti ye gönderdiğinizde kullanıcı hatasi diye geri yolluyorlar. O yuzden 400-500 tl fazla vermeye gerek yok. Ürünü alır almaz imei yi e devletten sorguladim kayıtlı görünüyor problem yok gönül rahatlığıyla alışveriş yapıp alabilirsiniz..
1.0	TELEFONU ANNEM İÇİN ALDIM. GAYET KULLANIŞLI BİR CİHAZ. SADECE KONUŞMA VE MESAJ İÇİN TERCİH EDİLEBİLİR. TEK EKSİK YANI ZİL SESLERİ ÇEŞİTLİ DEĞİL.GÜZEL ZİL SESİ YOK. TAVSİYE EDİLİR
1.0	Bu telefonu çok araştırdım herkese sordum şüpheyle yaklaştım ve almaya karar verdim 2018 Aralık ta aldım 4 aydır kullanıyorum gayet güzel ve hızlı bu fiyata bu teknoloji iyi. İki sıkıntısı var bence ithalat garantisi ve arka kameranın düşük MP olması daha iyi olabilirdi. İthalat olması da eğer iki yıl bozulmazsa zaten onada gerek Yok. Ben tavsiye ederim 
1.0	ürün elime geçti suanda memmunum özellikleri güzel
0.0	Bataryası çok kötü, gün boyu yanınızda powerbank yada şarj aletiyle gezmeniz gerekiyor. mesela sabah saat 07:30 da şarjdan çıkardım. saat şuanda 10:15 ve şarjım %64 yaptığım tek şey serviste instragramda takılmak...
1.0	Cihaz gerek donanımı, gerek yazılımı, gerek orta seviyeye getirdiği yeni tasarım anlayış ile göz kamaştırıyor.Güçlü işlemcisi, 6 gb ram'i ile günlük kullanımda pürüzsüz, akıcı bir deneyim sunuyor. kamera tarafında gündüz çekimleri yeterli gece çekimleri idare eder diyebiliriz. sık sık gece çekimi yapıyorsanız daha üst seviye cihazlara yönelmenizde fayda olur. Ekrandan parmak izi okuyucu bu seviyede ilk kez yer alıyor. hızı fena değil. yüz tanıma özelliği 10 üzerinden 9 alır.Orta seviyenin en iyi cihazı bence A50.
0.0	yüz tanıma geç acıyor parmak izi desen tırt oyunlarda donma yapıyor bence almayın
0.0	şebeke sorunu veinternet hız sorunu var. aldığıma pişman oldum
0.0	Ürünü uzun incelemelerden sonra bir çok cihazla karşılaştırmanın ardindan aldım. Fotoğraf kalitesi olarak canon 5D mark 4 kullancısı olarak şunu net söylüyorum çok iyi. Tlf çok sık kullanmıyorsanız şarjı iki gün gider.Son olarak da hızı ve kalitesi de çok iyi özellikle parmak izi sensörüsüper...
1.0	Bu fiyata daha güzel bir telefon olamazdı....kamerası,hızı,performansı çok iyi.tavsiye ederim...paketleme özenli ve güzel..kargo da hızlıydı.....5 yıldız
0.0	Şubat 18'de çevreme de yerli tavsiye ederek Venüs z10 aldım. Aldıktan 3 ay sonra kendi kendine açılıp kapanmaya başladı. Arıza videosunu da çekerek telefonu Gaziantep güvennüssü'ne gönderdim. Telefonda yan tuş arızası olduğunu, tuş değişimi ve yazılım güncellemesi yapıldığını belirterek gönderdiler. Buna rağmen geldikten sonra da açma kapama tuşu yerinden oynuyordu. Telefon geldikten 10 gün sonra yine açılıp kapanmaya başladı. Ayrıca ekranda &quot;no. Command &quot; yazısı çıkıyordu. Yine videosunu çekerek servise gönderdim. Sonrasında belirtilen arıza tespit edilemedi diyerek telefonu geri yolladılar. Aynı sorun ikinci kez yaşandığı için hatalarını kabul etmediler. Videosunu dahi çekmiş olmama rağmen arıza tespit edilemedi denildi. Kendime inandırmak için başka ne yapmalıyım acaba? Beni yerli malından soğutan güvennüss'e çok teşekkür ediyorum. telefon 4ayda iki kez garantiye gitti ve hala sorunum çözülemedi. Sadece yerli malı olduğu için aldım. bir defa alarak üzerime düşeni yaptığımı düşünüyorum ama bundan sonra asla Vestel telefon almayı düşünmüyorum.
0.0	arkadaşlar 2.5 sene aldığım lg4 telefonu 2 sene dolmadan hayalet ekran sıkıntısı verdi malesef. batarya şuan 1 saat anca gidiyor. ilk 3 ay dan sonra telefon çöp.lg almayın uzak durun sonra benm gibi pişman olmayın.
0.0	Ürün fena değil ama şebeke sorunu çok can sıkıcı. Denedim maalesef bu sorun kronik gaiba.
1.0	htc desire 820 yi 4 yıldır kullanıyorum eskiyince note 4 almayı düşünüyorum
0.0	2 AY KULLANMADAN EKRANIN SOL ALT KENARI PEMBELEŞMEYE VE KARARMAYA BAŞLADI.
0.0	Bir samsung kulanıcısı olarak başım yok yandı bu kasmadan donmadan s10 bilene kasıyor donuyor pubgde 1 2 yıl sonra guncelem kesilir kasmalar başlar keşke iphone gibi olsanız o kadar telefon cıkarıyorki bi a50 ardından 70 hepsi çöp......
1.0	Ürünü salı gece 3 te sipariş verdim İstanbul dışına. Perşembe günü elime ulaştı. Gayet memnunum. Biraz daha korunaklı paketlenebilirdi. Faturası üzerindeydi. Güvenerek alabilirsiniz.
1.0	BU TELEFONDAN İKİ TANE ALDIM EŞİME VE KENDİME HIZLI GELDİ ULAŞTI KALİTELİ BİR ÜRÜN BU FİYATA ALINABİLECEK EN İYİ TELEFON DİYEBİLİRİZ KUTU İÇERİSİNDEN KORUYUCU CAM KILIF VE DİĞER AKSESURLAR ÇIKIYOR PARMAK OKUYUCUSU DA İYİ DERECEDE HEPSİ BURADA COM TEŞEKKÜR EDİYORUZ KALİTELİ VE GÜVENLİ HİZMETLERİNDEN DOLAYI HİÇ DÜŞÜNMEYİN ALIN BENCE BU FİYATLARA BULUNMAZ
1.0	Ürün gerçekten mükemmel bir telefondan çok fazlası var
1.0	Babama aldık. Huawei mate 20 lite ile bunun arasında kaldık am 200 lira daha fazla verip bunu aldık. Memnunuz
1.0	Telefonu biliyorum zaten ikinciyi aldım her yönüyle harika telefon. Sparişlerde kargo firması seçme hakkı verirseniz çok iyi olacak. Çok geç geliyor kargolar. Adres bulamıyorlar iade oluyormuş nerdeyse gittim kendim aldım.
1.0	Ürün denildiği gün geldi kargolama guzeldi telefon kutusundan bir jarz cihazi bir silikon kılıf çıkıyor birde kart acma yeri aparati TLF 20 gündür kullanıyorum gayet çok gugüz alacak arkadaşlar terettüp etmesin
1.0	Süper telefon.Bu paraya alınacak engüzel telefon diyebilirim.Yaklaşık 2aydır kullanıyorum.Şarjı 2gün gidiyor.
0.0	arkadaşlar ürünü 2 yıl önce Hepsiburadadan ithalatçı garantili aldım. 1 ay önce servise gönderdim 4 haftada kamerasını onarıp yada değiştirip gondermediler hala bekliyorum. siz siz olun biraz fazla para verip LG Türkiye garantili olarak alın.
0.0	NOT: Bu yorum mağaza veya satıcı için değil telefon markası içindir. 1,5 yıldır kullanıyorum, ilk zamanlar sadece pencere önlerinde çekiyordu, ben operatörden kaynaklanıyor diye umursamamıştım, 1 yıl sonra alt tuşlardan ikisi çalışmayınca servise gönderdim, servisten geldikten sonra sonra artık pencere önlerinde de çekmemeye başladı, eşimin telefonu Samsung ve operatörlerimiz aynı, onunki 4 çubuktan 3 çekerken benimki &quot;Hizmet Yok&quot; diyordu, üstelik navigasyonda sürekli &quot;GPS Aranıyor&quot; uyarısı alıyordum, benim sim kartımı eşimin telefonuna takınca herşey normal, tekrar servise gönderdim, anakartı değişti ama geldiğinde değişen hiç birşey yoktu. HALA GURURLA ÇEKMİYOR, baz istasyonuna 1 km çapında yakınsanız çekiyor ama bununda dışındaki alanlarda vasat, üstelik kablosuz modemin hemen yanındaysanız kablosuz internette sorun yok ama yan odadaysanız vasat.
0.0	iğrenç bir telefon almayın paranıza yazık lg markasından soğudum resmen
1.0	Galaxy A50 cihazımı bugün sabah teslim aldım ve yorumumu a50 'den yazıyorum ilk izlenimlerime göre bence çok süper bir cihaz ekran kalitesi,hızı,kamerası,genel görünümü çok çok iyi kesinlikle almanızı tavsiye ederim. Teşekkürler Hepsiburada.com iyi ki varsın.
1.0	Günlerce araştırdım, öncelikle huwaie mate 20 pro ve lite modellerinde karar kıldım, sonra note 9 u düşündüm, ikisinin arasında git gel yaparken bu telefon dikkatimi çekti. Fiyatı oldukça düşük geldi. Kullanıcı yorumlarını ve deneyimlerinide okuyup izledikten sonra bu telefonda karar kıldım. Şuanda 2 gündür kullanıyorum. Şarj 1 günde %30 gitti sürekli telefonda konuşuyorum, oyun oynamıyorum performans, hız, dokunmatik hassasiyeti, 5, 6 bin liralık telefonlardan aşağı değil. O kadar yüksek para ödemek gereksiz. Bu telefon hem uygun fiyatlı hem çok yüksek performans sergiliyor. kamerası gündüz çekimlerinde oldukça profesyonel.Ama nacizane tavsiyem 128gb/6gb olanı tercih edin.
0.0	Paranız boşa gitmesin. Ömrü bir yıl ve bu sürede de sorunlu. Pil hızla bitiyor. Navigasyon çalışmıyor. Servise göre de hepsi kullanıcı hatası
1.0	16 ay önce Media mark'tan aldım.işim gereği o kadar yere dusurmeme rağmen ekranda hiçbir sıkıntı yaşanmadı hız,şarj ve fotoğraf kalitesi çok iyi değiştirecek olsam huvai'den vazgeçmem
0.0	S.a arkadaşlar severek aldım telefonumu 1 hafta sonra işlemcisi yavaşlamaya başladı yanılmıyosam 5 ayıma giricem alalı tel donmaya başladı ve hiçbir şekilde kullanımı memnun etmedi beni ve aynı şekilde telefonunu hiçbir zaman arka cebime koymam bayankullanıcılar gibi sonuç telefonum cebimde yamulmuş yamukluğu fark edince garantisi ile birlikte aldığım yere gittim buna bakmazlar dedi tamir yaparlar ise de ücret talep ederler dedi bilmiyorum belki benim şansıma böyle oldu ama bu olaydan pekte memnun kalmadım sonuç olarak 1 aylık maaşımın yarısı verip aldım yetkili biri yorumu görüpte yardımcı olursa çok memnun olurum amacım kötülemek değil para verip aldığım telefonumu dileğimce kullanamamaktadır.
0.0	Türk malı olduğu düşüncesi ile aldım ancak şarja takıp çıkarırken bile çok bayağı çok adi bir cihaz olduğunu farkettim bunun üzerine internette Bu cihazı kullananların yorumlarını takip ettim memnun kalan insanların %5 bile olmadığını %95'inin cihazla alakalı türlü problemlerle karşılaştığını Memnun kalmadığını gördüm... Uzun lafın kisasi şimdiye kadar hep milliyetçi düşünce ile yerli malı aldım general Mobile Vestel Casper Alcatel hiç birisinden Memnun kalmadım sürekli türlü problemler yaşadım kesinlikle ve kesinlikle Türk malının alınmasından yana değilim aynı meşhur Çin malı gibi
1.0	Ürün birkaç gün gecikmeyle kargoya geldi. Yurtici kargo yakın olduğundan gidip aldım. Ambalajı vs güzeldi. Apple a kontrol ettirdim orijinal dediler. Henüz kullanmaya başlamadım. Şimdilik güzel
1.0	Arkadaslar kesinlikle bu fiyata bu telefonu alin kesinlikle on numara . ben aldim cok karizma bir telefon.
1.0	kullanmaya yeni başladım simdilik idare ediyor
1.0	Fiyatına göre çok iyi bir telefon tavsiye ederim.
1.0	Ürün son derece güzel. Fiyat performans olarak en iyi telefonlardan.
0.0	ithalatçı garantili almayın yanarsınız kendim test ettim
0.0	şarj ve kulaklık yakışmamış bu fiyata bu aksesuar alakasız 
1.0	telefon siparişimden ertesi gün elimdeydi hızlı kargo için teşekkürler.satıcı başaran mobilebatarya 3000 lik geldi gayet güzel gidiyor bir tam günü çıkarttı diyebilirim.6.0 olarak geliyor. şarj aleti yurt dışı uyumlu geldi ama yanında dönüştürücü aparat vardı bu benim için sorun degil.
0.0	Bu fiyata çok daha iyi bir telefon alınır.Özellikler vasat kullanım alanı dar.Oppo marka telefon bu telefondan iki üç gömlek daha kaliteli ayrıca pil olarak sağlam olduğunu düşünmüyorum. Paranızı çöpe atmayın
0.0	Rezil bir ürün. İthalatçı garantisi ile satılıyor. Telefon kilitlendi hala uğraşıyorum. Hepsiburda gibi bir yerde kaçak mallar satılıyor sanırım... Hepsi burada hizmet kalitesi sürekli düşüyor.
0.0	Samsung ne kadar da kötü telefon üretmiş. Yazık. Hızlı şarz yok. Resim odaklama yok. Şarz yeri kötü, Tip C Şarz yeri olmasını geçtim normal şarz yeri kötü ve şarz almayabiliyor. Şarzı uzunda gitmiyor. Ekran geçişleri kötü,Ekran arayüzleri kötü. Geçişleri kötü. Seri değil.Yeni aldım ama kurtulmaya bakıyorum. Benim başıma geldi sizin başınıza gelmesin. Bu paralara diğerleri çok daha iyi. Samsung bitmiş yaa.
0.0	Yeni bir teknoloji olarak övünerek ekrandan parmak izi okuma diyorlar ya, inanmamak lazım. Parmak izi okuma özelliği yok telefonun. Hani var ama neredeyse hiç kullanamıyorsunuz. Gerçekten henüz geliştirmeden ekrandan parmak izi okuma olayına girerek fark yaratmaya çalışırken ciddi ciddi komik duruma düşmüş Samsung A50 telefonda. Bu parmak izi okumayla ilgili nasıl bir geliştirme yapacaklar merak ediyorum. Şu an zaten verdiğiniz kulaklıktan dolayı mutsuzken bir de bu parmak izi okuma olayı aslında okuyamama olayı cidden sinir bozdu, telefonu keşke almasaydım dedirtti.1 Ay Önce A30 Aldım Bir Düşüğünü A50 Den Daha Seri Daha Güzel Bir Telefondu Daha İyi Diye Aldık Berbatt Çıktı Bence Hiç Bulaşmayın Sakınnnnn Rakip onca firma ve alternatif telefon varken.
0.0	nfc olsaydı ben de alırdım .Maalesef yok...
0.0	ghost screen var ilk aldığımda ekranın sağında ekran hatası vardı şu an şarj 19 dedimi tel kapanıyor ısınma hatsafa kasma görmedim şimdiye kadar ama biraz hatalı
0.0	Bu telefonu 2.5 yıldır kullanıyorum. Dış ortamda sürekli video çekmem gerektiği için kamera video ve fotoğraf kalitesi nedeni ile tercih ettim. Bataryasının değiştirebilmesi ve kamera performansı nedeni ile ilk 3 ayda aynı telefondan 3 tane aldım. 6. aya geldiğinde eşimin kendimin ve iş için 6 adet LG G5 almıştım. Sonrasında telefonlarda problemler başladı. Ancak artık ekipman aksesuar düzenim hep G5 için kurulu olduğu için video ve iş için kullanmaya devam etmek zorunda kaldım. Aksamaya başlayan telefonları baba ve annelere devredip yenilerini aldım. Şuan halen 6 adet faal kullanmaktayım. 3 adet yedek parça olarak kaldırmış olduğum ve 2 adette anne babada G5 var toplamda 11 g5 almışım 2.5 yılda.Telefonda en çok görünen problemler sırası ile1 - Batarya 3-5 ayda kendini kaybediyor ve şarj %30-%40 larda iken telefon kapanma sorunları yaşamaya başlıyor.2 - Ses tuşları 11 telefonumun 7-8 tanesinde tuşlar çalışmaz oldu.Şuan kullandıklarımın 4 tanesinde ses tuşları çalışmıyor.3 - Gölge ekran klasik bir sorun nerdeyse tüm telefonlarda oluştu.4 - Batarya 3-5 ayda gevşemeye başlıyor.5 - 2 telefonda parmak okuyucu bozuldu.6 - Yetkili servis yok diye düşünebilirsiniz. 3 kez servise götürdüm farklı sorunlar ile herbirinde farklı sebepler ile geri çevrildi. Sonrasında servisten vazgeçtim. Telefonu yenilemek daha pratik ve hesaplı oldu.
1.0	Galaxy a9 Galaxy a70 modelleri arasında kalmıştım a9 piyasada kalmamış ve bir anda bu ürünü önerdiler kullanan biri olarak diyorum ki alın gerçekten ürün iyi bataryası rahat 1 günü götürür aşırı kullanımda kamerasında geniş açı özelliği odak modu ve normal kamera özelliği çok iyi geçişler hızlı oyun performansını bilmiyorum çünkü oyun oynayan biri değilim ekran güzel geniş olması sosyal medya ve İnternet açısından iyi tek olumsuz yön parmak izi okuyucu galiba çok geç algılıyor yüz tanıma olayına yorumdan sonra gireceğim
0.0	Bu fiyata çok daha iyi alternatifler var, samsung fiyatlandırma politikasını gözden geçirmeli.
1.0	3000 mah batarya ve tr uyumlu sarj aleti geldi evo garantiliTelefon bildiginiz gibi efsane 604C serisi Kamera,Oyun,Arayuz SüperAlmayi dusunmeyin Alin!!
1.0	Mükemmel bir telefon. Saf android denen lanet şeyden sonra özel tasarlanmış arayüzlü bir telefon kullanmak ayriyeten daha iyi geliyor. Akılcı, kullanımı kolaylaştıran çok iyi kısayollar, özellikler var. Telefon gayet güzel. Kamera düşük ışıkta kötü, iyi ışıkta güzel çekiyor. Oyun performansı iyi, şarj ömrü harika bence, günde 2-3 kez şarja takardım eski telefonumu, şimdi sabah çıkardım az önce taktım yedi buçuk saat ekran verdi daha 3. şarjında, 14 saat önce şarjdan çıkarmışım.
1.0	Ürün ıyı gonderı hızlı daha ne ıstenebıiırki
1.0	Android 9 ve yeni MIUI testlerinden sonra pil iyice optimize oldu. Kamera kendini baya aştı. Kullanıcı deneyimi yönünden yardımcı birçok araç geldi. Zaten ben çok beyeniyordum. Artık anlatacak kelimeler bulamiyorum. Bu fiyata daha iyisini bulursaniz zaten onu alın.
1.0	Ben alalı 1 hafta oldu resim kalitesi çok güzel şarjı 2 gün gidiyor bu fiyata çok uygun bence gönül rahatlığıyla alabilirsiniz... 
1.0	Şarjı rahat 1 gün gidiyor. Hız harika. Tasarım güzel. Kameralar kesinlikle iyi. Beklediğimden daha iyi bir telefon. Bu fiyat civarı telefon alacaksanız gönül rahatlığı ile alabilirsiniz.
1.0	Herşeyi iyi güzelde nasıl kulaklık olmaz onu anlamadım.Birde şarj cihazı neden 3000mah değil onunda anlamadım telin kendinde sıkıntı yok.
0.0	Bu malzeme kalitesine bu fiyat fazla.Fiyatı 2000 bandına düşerse alınabilecek bir telefon haline gelebilir
1.0	ürüne önyargılı bakmaya gerek yok, bir haftadır sıfır sorunla kullanıyorum. kendi fiyat aralığındaki telefonlardan eksik kalan bir yanı yok. üstelik yerli ve çok şık. umarım altı ay sonra da aynı memnuniyeti hissederim. fiyat/performans olarak on numara.
0.0	kamerası kötü görünüşü iyi diye aldık yanıldım
0.0	kısa sure sonra parmak ızı tarayıcı bozuldu .sonrasında sarjı sureklı bıtmeye başladı.
1.0	Ürün harika tam bir f/P telefonu 
1.0	Çarşamba günü vermiş olduğum sipariş bugün ulaştı kargo mükemmel geldi aradılar beklediler sağolsunlar.Telefonu anlatmaya gerek yok mükemmel hızlı ekran kalitesi süper hd tadını alıyorsunuz.Açar açmaz güncelleme aldı ve süper oldu 6/128 olandan aldın hız olaral uçuyor 1080p 60fps videoyu açınca ekranın içindeymiş hissi veriyor.Tavsiye ederim fiyatıda güzel kamerasıda.
1.0	Ekran parmak izi arkada sensörü bulunan telefonlardan daha yavaş ekrandan okutma olması önemli değil, pratik olmalıydı. Bunun dışında ses kalitesi ekran kalitesi geri kalan tüm özellikleri iyi, sıkıntı çıkmadı. Ekranı jelatin kaplı bir tane kırılmaz cam filmi veya şeffaf silikon kap koyup gönderebilirlerdi.
1.0	Çok araştıran biri olarak söylüyorum gerçekten müthiş bir telefon. Gece çekimi dışında fotoğraflar harika. Hızı kesinlikle çok iyi. Tereddüt etmenize gerek yok.
1.0	Arkadaşlar telefonu 10 gündür kullanıyorum hepsiburada dan aldım. Telefona aşık oldum şıklık hız pil performansı her şeyiyle fiyatına göre çok çok iyi bu fiyata kaçırmayın. Bugün android 9 güncellemesinide yaptım gayet güzel.
0.0	DAHA ÖNCEDEN BU TELEFONDAN ALMIŞTIM. ŞİMDİ TEKRAR ALDIM AMA BU BOZUK ÇIKTI. SERVİSE GÖNDERMEK ZORUNDA KALDIM. SIFIR ÜRÜN SİM KART TAKIYORUM HAT YOK GÖSTERİYOR. BİR HAFTADIR SERVİSTE HABER VERMEDİ. EKRAN CAM FİLM YOK. KÜÇÜK YADA MAVİ OLARAK VAR. BİR DAHA VESTEL E BULAŞMAM. BU TOPLAMDA BEŞİNCİ VESTEL TELEFONUM SADECE UCUZ DİYE ALINIR. 
1.0	Yaklaşık 5 aydır P30 kullanıyorum, daha önce 5 sene iphone kullanmıştım, ilk geçişten sonra 10 gün kadar zorlandım fakat alıştıktan sonra hiç bir eksikliğini hissetmedim. Fotoğraf kalitesi muazzam. Tekrar telefon alacak olsam yine bunu alırım. Aklınızda hiç tereddüt olmasın.
1.0	Şimdiye kadar kullandığım telefonların en mükemmeli. Hiç bir sorun yok. Hepsiburada satıcısından aldım. 1 günde teslimat yapıldı.
1.0	Başarılı bir ürün. 
1.0	Memnunum kamerasıda fena değil 
1.0	Teknoloji marketlerine geldiğinde bu fiyata bu özelliklere sahip bir cihaz bulamassınız çok memnunumortamda ki ışık iyiyse kamera süper ötesi düşük ışıkta orta seviyede fotolar çekiyor 
0.0	3 yıldır kullandığım bu telefon hakkında yorum yapmadan geçmek istemiyorum.Öncelikle cihazda yer alan pil 1 sene dayanıyor. Orijinal Teknik servisten Yeni pil alsanız dahil yine en fazla 1 sene dayanıyor. 3 senede 3 pil değiştirdim.İkinci olarak LG telefonlarında LG kendi ekranını kullanıyor ve ekranda Hayalet ekran denilen Ekran yanması problemi var. Bazı arkadaşlar böyle bir problemi görmedim demiş. Belliki telefonu ALO ALO dan öteye kullanmıyorlar. Verin çocuğunuzun eline şöyle 1 2 saat adam gibi telefonu kullansın. Görürsünüz :LG nin hiçbir telefon ürününü şu saaten sonra almam....Resmen bozuk satıyorlar.Bu arada yanan ekran garanti kapsam dışı ayrıca İSTANBUL da bir çok teknik servisini kapatmış bir firmadır..Teknik servis hizmeti çok kaliteli olsa da şube az.
0.0	Kesinlikle almayın pişman olmanız garanti diyebilirim. Herhangi bir markayı kötülemek için yazmıyorum uzun zamandır samsung kullanıcısıyım ve Xiaomi yerine bu telefonu aldım . Bataryası gerçek bir çöp ve bu telefona değil type-c hızlı şarj bile koymamışlar makineye bağımlı gibi prize bağımlı yaşıyorum kesinlikle tavsiye etmem almayın... Normal işleri güzel bir şekilde yapabilirsiniz tatmin eder ama pil durumu insanı çileden çıkartır bilginize...
0.0	kamerası için bu telefona o kadar verilmez, fotograf makinesi alsak daha iyitavsiye etmem
0.0	Bu telefonu alalı 2 ay oldu kırsal kesimde oturduğumuz için çekmiyorve ekran çözünürlüğü çok az 
1.0	Gayet başarılı bir ürün. Çekinmeden alabilirsiniz.
1.0	Orta Segmentli Bi telefona göre iyi parmak izi biraz geç algılasada teknolojiye ayak uydurmuş olması iyi birşey kargolamaya gelince sürat kargo ile çalışmak hata kargoları atarak düzenlediler gözümle gördüm kargodan teslim aldım
1.0	Çok iyi telefon, pişman olmazsınız
0.0	Ürün sıfır geliyor.imei kayıtlı.herkesin bilgisi olsun paralel ithalatlı olanı root edilmiş olarak gönderiliyor.herkesin bilgisi olsun.
1.0	Ürünü Hepsiburada dan geçen hafta sipariş ettim sali günü elime ulaştı 3gundur aktif şekilde kullanıyorum öncelikle ürün yüz tanıma parmak izi özellikleri gayet hızlı bir şekilde çalışıyor aktif kullanımda 10 12 saat kullanımla şarj 1gunu rahat çıkarıyor eğer telefonda sürekli video izleyip oyun oynuyorsanız 10saat sorunsuz kullanabilirsinizürünün diğer özelliklerine gelince telefonda henüz donma kasma yok çok isinmiyor ayrıca telefonun çoğu kısa yollarını kendi istediğiniz gibi ayarlayabiliyorsunuz 2ekrani aynı anda kullanabileceğiniz ekran bölme özelliği mevcut kameraya gelince selfie kamerası gayet iyi ancak arka kameradan profesyonel çekimler bekliyorsanız beklemeyin yine de beni tatmin etti alacaklara tavsiye ederim 
0.0	Selam arkadaşlar,Ürün 4.5 g diye satılmakta fakat işin aslı öyle değil alırken lütfen operatör sorgulaması yapın tavsiyemdir. Birde böyle bir sorunla karşılaşınca 2 yıl honor garantisinde olmasına rağmen çözüm üretilmiyor.
1.0	teşekkürler hepsiburada.com :
0.0	kesinlikle parasını hak etmeyen bit ürün..Parmak izi okumuyor..yüz tanıma desen,canıistediği zaman okuyor..Alipta kendinizedert edinmeyin..
0.0	düşük çözünürlüklü 1080p ekranhafıza kartı yuvası yokaşırı yüksek fiyat
0.0	Mobil bağlantı da kopmalar oluyor.sırf bu yüzden 3 g kullanıyorum genel bir sorun sanırım forum sitelerinde çokça dile getirilmiş. Fiyatı sanırım diğer telefon lara kıyasla bu yüzden düşük alacaklara tavsiyem gün içinde mobil veriye ihtiyaç duyuyor sanız telefon sizi çıldırtabilir
0.0	1 aydan fazla kullanıyorum bu sorunu yaşamaya yeni başladım. oyundayken wifi 2 çubuk çekiyor oyundan çıkınca full cekiyor. mobil veri de rezaletbunların sorun nedeni telefonmudur bilemiyorum
1.0	ozellik ve fiyat olarak iyi oldugunu dusunuyorum ve memnunum su anda..samsung turkiye garantili olarak en uygun fiyati hepsiburada sagliyor. teknoloji magazalarinda fiyat hep yuksek..
1.0	telefon çok şık. tek eksiği sesin kötü olması bu mükemmel sağlam olan kasaya bu ses yakışmamış. onun dışında çok güzel telefon. Özellikle kamerası harika. Zaten tüm telefonlarda bi özellik biraz törpülenmiş gelir. Vestelde bunda sesi törpülemiş sanırım.
1.0	Telefonu alalı yaklaşık 3 gün oldu. Parmak izi okuyucu gerçekten çok kötü çalışıyor. Onun haricinde orta segment telefonlar için iyi bir f/p telefonu.
0.0	en kısa sürede satıp huawei p20lite alacagim sizde alabilirsiniz o daha iyi
0.0	pili bir günü zor çıkarıyor ekran arada sapıtıyor titremeye başlıyor günde 2 defa restart yapmak gerekiyor parmak izi tanıma felaket zaten çok pişmanımm
